respondent_id,age,gender,educ,region,income,q1_policy_likert,q1_support_binary,q2_worry,q3_financial_stress,q4_econ_confidence,support_prob,weight
R0430,35-49,Man,No college,Northeast,$40k–$80k,Somewhat oppose,1,Wages not keeping up,5,3,0.41338242108267,2.390830309734841
R0431,18-34,Man,Bachelor+,Northeast,Over $80k,Neither,1,Wages not keeping up,4,3,0.2788848219771369,0.3872736220086664
R0432,18-34,Man,Some college,South,Over $80k,Neither,0,Healthcare costs,4,1,0.320821300824607,0.6144883270987976
R0433,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.3318122278318339,0.3835194842200946
R0434,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2404890830508889,0.3395362158296236
R0435,18-34,Woman,Bachelor+,Midwest,,Neither,0,Job loss / automation,3,3,0.47502081252106,0.3835194842200946
R0436,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.299432857526027,0.7221207632023516
R0437,18-34,Man,Bachelor+,South,,Somewhat oppose,0,Healthcare costs,4,1,0.3429895373265011,0.3395362158296236
R0438,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.2689414213699951,0.6623922010494621
R0439,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Housing costs,5,2,0.2404890830508889,0.6969524128593626
R0440,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,1,Wages not keeping up,3,3,0.4501660026875221,0.3835194842200946
R0441,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Housing costs,4,2,0.41338242108267,0.35179754999887203
R0442,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.3775406687981454,0.37015253338017146
R0443,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Retirement security,4,4,0.4501660026875221,0.3835194842200946
R0444,18-34,Woman,No college,Northeast,Over $80k,Neither,0,Job loss / automation,4,2,0.401312339887548,1.3156278539669846
R0445,65+,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.1978161114414182,2.901318037687803
R0446,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,4,3,0.2788848219771369,0.3872736220086664
R0447,50-64,Man,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.2497398944048824,1.9348478614609572
R0448,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,5,1,0.3429895373265012,0.40125884971929787
R0449,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.2788848219771369,0.31572106838939346
R0450,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.3429895373265012,0.31572106838939346
R0451,35-49,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Wages not keeping up,3,2,0.41338242108267,0.7221207632023516
R0452,18-34,Man,Bachelor+,Midwest,,Somewhat oppose,0,Wages not keeping up,4,2,0.2689414213699951,0.37015253338017146
R0453,18-34,Man,Bachelor+,South,$40k–$80k,Neither,0,Housing costs,4,1,0.3429895373265011,0.3395362158296236
R0454,50-64,Woman,Bachelor+,Midwest,Under $40k,Somewhat oppose,0,Job loss / automation,3,3,0.389360766050778,1.207593083786198
R0455,50-64,Woman,Some college,West,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.47502081252106,1.799137192180751
R0456,18-34,Woman,No college,West,Over $80k,Neither,0,Retirement security,5,1,0.401312339887548,1.035170768066239
R0457,50-64,Woman,Bachelor+,Northeast,,Somewhat oppose,0,Healthcare costs,5,1,0.2689414213699951,1.263449268332222
R0458,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.299432857526027,0.35179754999887203
R0459,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.1824255238063563,1.0691023606390948
R0460,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,0,Housing costs,4,2,0.4625701546562504,0.40125884971929787
R0461,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.289050497374996,1.1132547065030258
R0462,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.3429895373265012,0.31572106838939346
R0463,50-64,Man,Bachelor+,West,Over $80k,Neither,0,Housing costs,4,1,0.2141650169574414,0.9594669989022951
R0464,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.2404890830508889,0.3395362158296236
R0465,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.3318122278318339,0.3835194842200946
R0466,50-64,Woman,No college,Northeast,Under $40k,Neither,0,Housing costs,3,2,0.4625701546562504,3.1629327645290637
R0467,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,3,3,0.2788848219771369,0.31572106838939346
R0468,35-49,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,1,0.3543436937742045,0.5737454535119403
R0469,50-64,Man,Some college,Midwest,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,2,0.389360766050778,2.1093150133485548
R0470,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,5,1,0.299432857526027,0.7221207632023516
R0471,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Healthcare costs,4,2,0.4625701546562504,0.40125884971929787
R0472,18-34,Man,Bachelor+,South,Under $40k,Somewhat oppose,0,Housing costs,4,2,0.3658644089891993,0.3395362158296236
R0473,18-34,Man,Some college,Northeast,Over $80k,Somewhat oppose,0,Housing costs,5,3,0.3658644089891993,0.7008828779461082
R0474,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Healthcare costs,3,2,0.3775406687981454,0.37015253338017146
R0475,35-49,Woman,Bachelor+,Northeast,Under $40k,Neither,0,Housing costs,3,2,0.4501660026875221,0.7555218410616938
R0476,65+,Man,Some college,Midwest,$40k–$80k,Somewhat oppose,1,Retirement security,3,2,0.3429895373265011,3.1629327645290637
R0477,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.2689414213699951,0.37015253338017146
R0478,18-34,Man,No college,South,$40k–$80k,Neither,0,Job loss / automation,4,2,0.401312339887548,1.1132547065030258
R0479,35-49,Man,Bachelor+,West,$40k–$80k,Neither,0,Housing costs,3,3,0.3543436937742045,0.5737454535119403
R0480,50-64,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.2788848219771369,2.1093150133485548
R0481,50-64,Woman,Bachelor+,Northeast,,Somewhat oppose,0,Wages not keeping up,3,2,0.2689414213699951,1.263449268332222
R0482,50-64,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Job loss / automation,5,1,0.1824255238063563,1.0691023606390948
R0483,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Wages not keeping up,3,2,0.2788848219771369,0.31572106838939346
R0484,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2689414213699951,0.37015253338017146
R0485,35-49,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Housing costs,4,2,0.3100255188723875,0.7555218410616938
R0486,18-34,Woman,Some college,Northeast,,Neither,1,Wages not keeping up,4,4,0.4378234991142019,0.7261931652714344
R0487,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Housing costs,4,3,0.3100255188723875,0.5944645532886987
R0488,35-49,Man,Bachelor+,South,Under $40k,Neither,1,Retirement security,4,3,0.3318122278318339,0.6393055930608685
R0489,65+,Man,Some college,West,$40k–$80k,Somewhat oppose,1,Job loss / automation,5,2,0.3543436937742045,3.1629327645290637
R0490,50-64,Man,No college,South,Under $40k,Somewhat oppose,0,Retirement security,4,1,0.3429895373265012,3.1629327645290637
R0491,18-34,Man,Bachelor+,South,Under $40k,Neither,1,Wages not keeping up,4,2,0.3658644089891993,0.3395362158296236
R0492,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Retirement security,5,2,0.3429895373265012,0.40125884971929787
R0493,50-64,Man,Bachelor+,West,,Somewhat oppose,0,Wages not keeping up,4,1,0.2141650169574414,0.9594669989022951
R0494,18-34,Woman,No college,Midwest,Under $40k,Neither,0,Housing costs,3,3,0.5374298453437496,1.257464891632872
R0495,18-34,Man,Bachelor+,Northeast,$40k–$80k,Neither,0,Retirement security,3,3,0.389360766050778,0.3872736220086664
R0496,50-64,Man,No college,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.2227001388253088,3.1629327645290637
R0497,35-49,Man,No college,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.289050497374996,2.285133419209863
R0498,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2689414213699951,0.6623922010494621
R0499,50-64,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.2689414213699951,0.994115277788133
R0500,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,3,1,0.299432857526027,0.35179754999887203
R0501,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,3,2,0.3318122278318339,0.3835194842200946
R0502,18-34,Woman,Bachelor+,South,Under $40k,Neither,0,Wages not keeping up,3,2,0.4378234991142019,0.35179754999887203
R0503,18-34,Woman,No college,West,$40k–$80k,Neither,0,Job loss / automation,3,4,0.52497918747894,1.035170768066239
R0504,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.289050497374996,1.1132547065030258
R0505,18-34,Woman,No college,West,$40k–$80k,Neither,0,Housing costs,3,1,0.52497918747894,1.035170768066239
R0506,35-49,Woman,No college,South,$40k–$80k,Neither,1,Healthcare costs,4,3,0.4378234991142019,2.1718190902476184
R0507,35-49,Man,Bachelor+,Northeast,Over $80k,Strongly oppose,0,Wages not keeping up,4,2,0.2497398944048823,0.7291893502144638
R0508,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.299432857526027,0.35179754999887203
R0509,18-34,Woman,No college,South,Under $40k,Neither,1,Healthcare costs,4,2,0.5,1.153456568147061
R0510,50-64,Woman,No college,Midwest,Under $40k,Neither,0,Retirement security,3,1,0.4501660026875221,3.1629327645290637
R0511,35-49,Man,Some college,South,$40k–$80k,Neither,0,Housing costs,4,3,0.401312339887548,1.1570071352329754
R0512,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2404890830508889,0.3395362158296236
R0513,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Housing costs,3,2,0.289050497374996,1.1132547065030258
R0514,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.2689414213699951,0.37015253338017146
R0515,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.3100255188723875,0.5944645532886987
R0516,35-49,Woman,Bachelor+,Midwest,Under $40k,Neither,0,Healthcare costs,3,2,0.4378234991142019,0.7221207632023516
R0517,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.299432857526027,0.35179754999887203
R0518,18-34,Man,Bachelor+,Northeast,Under $40k,Somewhat oppose,0,Wages not keeping up,3,1,0.41338242108267,0.3872736220086664
R0519,18-34,Man,Some college,West,$40k–$80k,Neither,0,Wages not keeping up,3,3,0.4875026035157896,0.5514731729799301
R0520,18-34,Man,Bachelor+,Northeast,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,1,0.389360766050778,0.3872736220086664
R0521,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Healthcare costs,5,2,0.2404890830508889,0.6969524128593626
R0522,35-49,Woman,No college,Northeast,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.4875026035157896,2.477167990379596
R0523,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,5,3,0.4501660026875221,0.3835194842200946
R0524,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.2497398944048823,0.5737454535119403
R0525,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Housing costs,3,1,0.3318122278318339,0.3835194842200946
R0526,65+,Man,Some college,South,Over $80k,Strongly oppose,0,Job loss / automation,5,2,0.2141650169574414,3.1629327645290637
R0527,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.41338242108267,0.35179754999887203
R0528,35-49,Man,Some college,South,$40k–$80k,Neither,0,Housing costs,4,3,0.401312339887548,1.1570071352329754
R0529,65+,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Retirement security,3,2,0.2314752165009823,3.1629327645290637
R0530,18-34,Man,Some college,Midwest,Under $40k,Neither,0,Wages not keeping up,3,3,0.5,0.6698973493958539
R0531,18-34,Man,Some college,Midwest,$40k–$80k,Neither,1,Healthcare costs,4,3,0.47502081252106,0.6698973493958539
R0532,35-49,Man,No college,South,Over $80k,Strongly oppose,0,Housing costs,5,2,0.259225100817846,2.096123851264957
R0533,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.2404890830508889,0.3395362158296236
R0534,65+,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,5,1,0.1978161114414182,2.901318037687803
R0535,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,3,0.2141650169574414,0.9594669989022951
R0536,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.2689414213699951,0.6623922010494621
R0537,18-34,Man,Some college,Midwest,$40k–$80k,Neither,1,Housing costs,2,4,0.47502081252106,0.6698973493958539
R0538,35-49,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2141650169574414,0.6393055930608685
R0539,35-49,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.3775406687981454,0.6623922010494621
R0540,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,1,0.2404890830508889,0.3395362158296236
R0541,35-49,Woman,Bachelor+,South,Over $80k,Neither,1,Healthcare costs,4,2,0.2689414213699951,0.6623922010494621
R0542,18-34,Man,Bachelor+,West,Under $40k,Neither,1,Job loss / automation,4,2,0.41338242108267,0.31572106838939346
R0543,18-34,Man,Some college,Northeast,Over $80k,Neither,0,Healthcare costs,5,1,0.3658644089891993,0.7008828779461082
R0544,50-64,Woman,Some college,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.3543436937742045,2.286574424394378
R0545,65+,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,5,2,0.289050497374996,2.901318037687803
R0546,50-64,Man,No college,West,$40k–$80k,Neither,1,Housing costs,3,3,0.3658644089891993,3.1458533801834325
R0547,18-34,Woman,No college,Midwest,Over $80k,Neither,0,Housing costs,4,2,0.389360766050778,1.257464891632872
R0548,50-64,Man,Some college,West,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.289050497374996,1.7364311775148669
R0549,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.3429895373265012,0.40125884971929787
R0550,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.3318122278318339,0.3835194842200946
R0551,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.3100255188723875,0.5944645532886987
R0552,35-49,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,3,0.2141650169574414,0.6393055930608685
R0553,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.1824255238063563,1.0691023606390948
R0554,18-34,Woman,Bachelor+,Northeast,Over $80k,Neither,1,Housing costs,5,2,0.3429895373265012,0.40125884971929787
R0555,18-34,Man,Some college,Northeast,Over $80k,Neither,0,Wages not keeping up,4,2,0.3658644089891993,0.7008828779461082
R0556,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Retirement security,3,3,0.3429895373265011,0.3395362158296236
R0557,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2788848219771369,0.3872736220086664
R0558,50-64,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,5,1,0.1824255238063563,1.0691023606390948
R0559,18-34,Man,Bachelor+,Midwest,,Somewhat oppose,0,Job loss / automation,4,1,0.2689414213699951,0.37015253338017146
R0560,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.3429895373265012,0.40125884971929787
R0561,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Housing costs,4,2,0.41338242108267,0.35179754999887203
R0562,18-34,Man,No college,South,$40k–$80k,Neither,0,Healthcare costs,4,3,0.401312339887548,1.1132547065030258
R0563,50-64,Woman,Some college,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.3543436937742045,1.799137192180751
R0564,18-34,Woman,Some college,South,Over $80k,Neither,0,Housing costs,4,2,0.389360766050778,0.636678733807699
R0565,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,3,1,0.3429895373265012,0.40125884971929787
R0566,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,1,Wages not keeping up,3,2,0.4625701546562504,0.31572106838939346
R0567,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.2404890830508889,0.6969524128593626
R0568,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,3,2,0.320821300824607,0.6144883270987976
R0569,18-34,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.389360766050778,1.257464891632872
R0570,50-64,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.2141650169574414,1.2194137891625592
R0571,18-34,Man,Some college,West,$40k–$80k,Neither,1,Housing costs,3,3,0.4875026035157896,0.5514731729799301
R0572,50-64,Woman,Bachelor+,South,,Somewhat oppose,1,Healthcare costs,4,1,0.2314752165009823,1.1077097924645887
R0573,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,3,3,0.3429895373265012,0.40125884971929787
R0574,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Housing costs,4,3,0.2788848219771369,0.3872736220086664
R0575,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.3100255188723875,0.5944645532886987
R0576,35-49,Man,Some college,South,Under $40k,Somewhat oppose,1,Housing costs,4,2,0.425557483188341,1.1570071352329754
R0577,50-64,Man,Bachelor+,Northeast,$40k–$80k,Somewhat oppose,0,Healthcare costs,5,3,0.3100255188723875,1.2194137891625592
R0578,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,5,2,0.2404890830508889,0.3395362158296236
R0579,50-64,Woman,No college,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.320821300824607,3.1629327645290637
R0580,18-34,Woman,Bachelor+,South,Under $40k,Neither,1,Wages not keeping up,4,2,0.4378234991142019,0.35179754999887203
R0581,65+,Woman,Some college,West,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.3100255188723875,3.1629327645290637
R0582,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.3543436937742045,0.6698973493958539
R0583,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.3429895373265012,0.31572106838939346
R0584,18-34,Woman,Bachelor+,West,Under $40k,Somewhat oppose,1,Retirement security,3,3,0.4875026035157896,0.31572106838939346
R0585,18-34,Man,Bachelor+,West,Under $40k,Neither,1,Job loss / automation,4,3,0.41338242108267,0.31572106838939346
R0586,35-49,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.259225100817846,2.096123851264957
R0587,50-64,Woman,Bachelor+,Midwest,$40k–$80k,Neither,0,Housing costs,5,3,0.3658644089891993,1.207593083786198
R0588,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,1,Job loss / automation,5,2,0.2689414213699951,0.37015253338017146
R0589,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Housing costs,5,2,0.3429895373265012,0.31572106838939346
R0590,35-49,Woman,Bachelor+,Midwest,Over $80k,Neither,0,Healthcare costs,4,2,0.299432857526027,0.7221207632023516
R0591,35-49,Man,No college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.299432857526027,1.8811684782909501
R0592,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.2404890830508889,0.3395362158296236
R0593,18-34,Woman,Bachelor+,Midwest,Over $80k,Neither,1,Healthcare costs,4,1,0.3318122278318339,0.3835194842200946
R0594,65+,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,3,1,0.2404890830508889,3.1629327645290637
R0595,18-34,Man,No college,Northeast,,Neither,0,Retirement security,4,1,0.3318122278318339,1.2697737746537208
R0596,65+,Man,Some college,South,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,2,0.3100255188723875,3.1629327645290637
R0597,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.2689414213699951,0.37015253338017146
R0598,35-49,Man,Some college,South,Under $40k,Somewhat oppose,0,Wages not keeping up,2,3,0.425557483188341,1.1570071352329754
R0599,35-49,Man,No college,West,$40k–$80k,Neither,0,Housing costs,3,1,0.41338242108267,1.8811684782909501
R0600,18-34,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,1,Job loss / automation,3,1,0.389360766050778,0.31572106838939346
R0601,35-49,Man,Some college,Midwest,$40k–$80k,Neither,0,Job loss / automation,4,3,0.4378234991142019,1.261335616876646
R0602,35-49,Man,Some college,Northeast,,Neither,0,Wages not keeping up,5,3,0.4501660026875221,1.3196776162940662
R0603,65+,Man,No college,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,1,0.2788848219771369,3.1629327645290637
R0604,65+,Man,No college,West,Over $80k,Strongly oppose,0,Healthcare costs,4,2,0.2227001388253088,3.1629327645290637
R0605,35-49,Man,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.289050497374996,1.1570071352329754
R0606,35-49,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Healthcare costs,4,2,0.41338242108267,0.7221207632023516
R0607,18-34,Woman,Some college,Northeast,$40k–$80k,Neither,1,Job loss / automation,2,2,0.5621765008857981,0.7261931652714344
R0608,35-49,Woman,Bachelor+,Midwest,Under $40k,Neither,1,Healthcare costs,3,2,0.4378234991142019,0.7221207632023516
R0609,18-34,Woman,Bachelor+,West,Under $40k,Neither,1,Housing costs,4,4,0.4875026035157896,0.31572106838939346
R0610,35-49,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Healthcare costs,4,3,0.425557483188341,0.7555218410616938
R0611,18-34,Man,No college,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.3318122278318339,0.9990915665210944
R0612,18-34,Man,No college,Midwest,$40k–$80k,Neither,0,Healthcare costs,4,2,0.4378234991142019,1.213637988226473
R0613,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,3,2,0.3543436937742045,0.6698973493958539
R0614,35-49,Woman,Some college,Midwest,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.5124973964842103,1.306884977378032
R0615,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.2689414213699951,0.6623922010494621
R0616,50-64,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,3,3,0.2689414213699951,0.994115277788133
R0617,35-49,Man,Bachelor+,West,$40k–$80k,Neither,0,Housing costs,4,1,0.3543436937742045,0.5737454535119403
R0618,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.3429895373265012,0.31572106838939346
R0619,35-49,Man,Some college,Northeast,Over $80k,Neither,0,Healthcare costs,4,2,0.3318122278318339,1.3196776162940662
R0620,18-34,Woman,No college,West,Under $40k,Neither,1,Housing costs,4,1,0.549833997312478,1.035170768066239
R0621,50-64,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.3318122278318339,1.1077097924645887
R0622,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.2788848219771369,0.3872736220086664
R0623,35-49,Woman,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.47502081252106,1.1987889848852524
R0624,35-49,Woman,Some college,Midwest,,Neither,0,Retirement security,4,1,0.5374298453437496,1.306884977378032
R0625,18-34,Man,Some college,South,Over $80k,Neither,0,Wages not keeping up,4,3,0.320821300824607,0.6144883270987976
R0626,18-34,Woman,No college,West,$40k–$80k,Neither,1,Wages not keeping up,4,3,0.52497918747894,1.035170768066239
R0627,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.3429895373265012,0.40125884971929787
R0628,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.320821300824607,0.6144883270987976
R0629,50-64,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.2227001388253088,3.1629327645290637
R0630,18-34,Man,Some college,Midwest,Under $40k,Neither,0,Wages not keeping up,4,2,0.5,0.6698973493958539
R0631,50-64,Woman,Some college,South,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.425557483188341,2.004719100786816
R0632,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Housing costs,3,1,0.2689414213699951,0.37015253338017146
R0633,18-34,Man,No college,South,$40k–$80k,Neither,1,Healthcare costs,3,2,0.401312339887548,1.1132547065030258
R0634,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,3,1,0.2497398944048823,0.5737454535119403
R0635,18-34,Woman,Some college,Midwest,Over $80k,Neither,0,Wages not keeping up,3,2,0.425557483188341,0.6940886871003358
R0636,35-49,Man,Some college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.289050497374996,1.1570071352329754
R0637,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.320821300824607,0.6144883270987976
R0638,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.2788848219771369,0.31572106838939346
R0639,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.2404890830508889,0.3395362158296236
R0640,50-64,Woman,Bachelor+,South,$40k–$80k,Neither,0,Housing costs,4,2,0.3318122278318339,1.1077097924645887
R0641,35-49,Woman,No college,Northeast,$40k–$80k,Neither,0,Housing costs,4,3,0.4875026035157896,2.477167990379596
R0642,18-34,Man,Some college,West,Over $80k,Neither,0,Retirement security,4,2,0.3658644089891993,0.5514731729799301
R0643,18-34,Woman,Bachelor+,South,,Neither,1,Healthcare costs,4,1,0.299432857526027,0.35179754999887203
