respondent_id,age,gender,educ,region,income,q1_policy_likert,q1_support_binary,q2_worry,q3_financial_stress,q4_econ_confidence,support_prob
R0496,50-64,Man,No college,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.22270013882530884
R0497,35-49,Man,No college,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.28905049737499605
R0498,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2689414213699951
R0499,50-64,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.2689414213699951
R0500,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,3,1,0.29943285752602705
R0501,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,3,2,0.3318122278318339
R0502,18-34,Woman,Bachelor+,South,Under $40k,Neither,0,Wages not keeping up,3,2,0.43782349911420193
R0503,18-34,Woman,No college,West,$40k–$80k,Neither,0,Job loss / automation,3,4,0.52497918747894
R0504,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.28905049737499605
R0505,18-34,Woman,No college,West,$40k–$80k,Neither,0,Housing costs,3,1,0.52497918747894
R0506,35-49,Woman,No college,South,$40k–$80k,Neither,1,Healthcare costs,4,3,0.43782349911420193
R0507,35-49,Man,Bachelor+,Northeast,Over $80k,Strongly oppose,0,Wages not keeping up,4,2,0.24973989440488234
R0508,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.29943285752602705
R0509,18-34,Woman,No college,South,Under $40k,Neither,1,Healthcare costs,4,2,0.5
R0510,50-64,Woman,No college,Midwest,Under $40k,Neither,0,Retirement security,3,1,0.45016600268752216
R0511,35-49,Man,Some college,South,$40k–$80k,Neither,0,Housing costs,4,3,0.401312339887548
R0512,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.24048908305088898
R0513,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Housing costs,3,2,0.28905049737499605
R0514,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.2689414213699951
R0515,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.31002551887238755
R0516,35-49,Woman,Bachelor+,Midwest,Under $40k,Neither,0,Healthcare costs,3,2,0.43782349911420193
R0517,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.29943285752602705
R0518,18-34,Man,Bachelor+,Northeast,Under $40k,Somewhat oppose,0,Wages not keeping up,3,1,0.41338242108267
R0519,18-34,Man,Some college,West,$40k–$80k,Neither,0,Wages not keeping up,3,3,0.4875026035157896
R0520,18-34,Man,Bachelor+,Northeast,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,1,0.389360766050778
R0521,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Healthcare costs,5,2,0.24048908305088898
R0522,35-49,Woman,No college,Northeast,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.4875026035157896
R0523,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,5,3,0.45016600268752216
R0524,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.24973989440488234
R0525,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Housing costs,3,1,0.3318122278318339
R0526,65+,Man,Some college,South,Over $80k,Strongly oppose,0,Job loss / automation,5,2,0.21416501695744142
R0527,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.41338242108267
R0528,35-49,Man,Some college,South,$40k–$80k,Neither,0,Housing costs,4,3,0.401312339887548
R0529,65+,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Retirement security,3,2,0.23147521650098232
R0530,18-34,Man,Some college,Midwest,Under $40k,Neither,0,Wages not keeping up,3,3,0.5
R0531,18-34,Man,Some college,Midwest,$40k–$80k,Neither,1,Healthcare costs,4,3,0.47502081252106
R0532,35-49,Man,No college,South,Over $80k,Strongly oppose,0,Housing costs,5,2,0.25922510081784605
R0533,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.24048908305088898
R0534,65+,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,5,1,0.19781611144141825
R0535,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,3,0.21416501695744142
R0536,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.2689414213699951
R0537,18-34,Man,Some college,Midwest,$40k–$80k,Neither,1,Housing costs,2,4,0.47502081252106
R0538,35-49,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.21416501695744142
R0539,35-49,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.3775406687981454
R0540,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,1,0.24048908305088898
R0541,35-49,Woman,Bachelor+,South,Over $80k,Neither,1,Healthcare costs,4,2,0.2689414213699951
R0542,18-34,Man,Bachelor+,West,Under $40k,Neither,1,Job loss / automation,4,2,0.41338242108267
R0543,18-34,Man,Some college,Northeast,Over $80k,Neither,0,Healthcare costs,5,1,0.36586440898919936
R0544,50-64,Woman,Some college,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.35434369377420455
R0545,65+,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,5,2,0.289050497374996
R0546,50-64,Man,No college,West,$40k–$80k,Neither,1,Housing costs,3,3,0.36586440898919936
R0547,18-34,Woman,No college,Midwest,Over $80k,Neither,0,Housing costs,4,2,0.389360766050778
R0548,50-64,Man,Some college,West,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.28905049737499605
R0549,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.3429895373265012
R0550,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.3318122278318339
R0551,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.31002551887238755
R0552,35-49,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,3,0.21416501695744142
R0553,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.18242552380635635
R0554,18-34,Woman,Bachelor+,Northeast,Over $80k,Neither,1,Housing costs,5,2,0.3429895373265012
R0555,18-34,Man,Some college,Northeast,Over $80k,Neither,0,Wages not keeping up,4,2,0.36586440898919936
R0556,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Retirement security,3,3,0.34298953732650117
R0557,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.27888482197713693
R0558,50-64,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,5,1,0.18242552380635635
R0559,18-34,Man,Bachelor+,Midwest,,Somewhat oppose,0,Job loss / automation,4,1,0.2689414213699951
R0560,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.3429895373265012
R0561,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Housing costs,4,2,0.41338242108267
R0562,18-34,Man,No college,South,$40k–$80k,Neither,0,Healthcare costs,4,3,0.401312339887548
R0563,50-64,Woman,Some college,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.35434369377420455
R0564,18-34,Woman,Some college,South,Over $80k,Neither,0,Housing costs,4,2,0.389360766050778
R0565,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,3,1,0.3429895373265012
R0566,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,1,Wages not keeping up,3,2,0.46257015465625045
R0567,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.24048908305088898
R0568,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,3,2,0.320821300824607
R0569,18-34,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.389360766050778
R0570,50-64,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.21416501695744142
R0571,18-34,Man,Some college,West,$40k–$80k,Neither,1,Housing costs,3,3,0.4875026035157896
R0572,50-64,Woman,Bachelor+,South,,Somewhat oppose,1,Healthcare costs,4,1,0.23147521650098238
R0573,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,3,3,0.3429895373265012
R0574,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Housing costs,4,3,0.27888482197713693
R0575,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.31002551887238755
R0576,35-49,Man,Some college,South,Under $40k,Somewhat oppose,1,Housing costs,4,2,0.425557483188341
R0577,50-64,Man,Bachelor+,Northeast,$40k–$80k,Somewhat oppose,0,Healthcare costs,5,3,0.31002551887238755
R0578,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,5,2,0.24048908305088898
R0579,50-64,Woman,No college,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.320821300824607
R0580,18-34,Woman,Bachelor+,South,Under $40k,Neither,1,Wages not keeping up,4,2,0.43782349911420193
R0581,65+,Woman,Some college,West,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.31002551887238755
R0582,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.35434369377420455
R0583,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.3429895373265012
R0584,18-34,Woman,Bachelor+,West,Under $40k,Somewhat oppose,1,Retirement security,3,3,0.4875026035157896
R0585,18-34,Man,Bachelor+,West,Under $40k,Neither,1,Job loss / automation,4,3,0.41338242108267
R0586,35-49,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.25922510081784605
R0587,50-64,Woman,Bachelor+,Midwest,$40k–$80k,Neither,0,Housing costs,5,3,0.36586440898919936
R0588,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,1,Job loss / automation,5,2,0.2689414213699951
R0589,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Housing costs,5,2,0.3429895373265012
R0590,35-49,Woman,Bachelor+,Midwest,Over $80k,Neither,0,Healthcare costs,4,2,0.29943285752602705
R0591,35-49,Man,No college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.29943285752602705
R0592,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.24048908305088898
R0593,18-34,Woman,Bachelor+,Midwest,Over $80k,Neither,1,Healthcare costs,4,1,0.3318122278318339
R0594,65+,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,3,1,0.24048908305088898
R0595,18-34,Man,No college,Northeast,,Neither,0,Retirement security,4,1,0.3318122278318339
R0596,65+,Man,Some college,South,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,2,0.31002551887238755
R0597,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.2689414213699951
R0598,35-49,Man,Some college,South,Under $40k,Somewhat oppose,0,Wages not keeping up,2,3,0.425557483188341
R0599,35-49,Man,No college,West,$40k–$80k,Neither,0,Housing costs,3,1,0.41338242108267
R0600,18-34,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,1,Job loss / automation,3,1,0.389360766050778
R0601,35-49,Man,Some college,Midwest,$40k–$80k,Neither,0,Job loss / automation,4,3,0.43782349911420193
R0602,35-49,Man,Some college,Northeast,,Neither,0,Wages not keeping up,5,3,0.45016600268752216
R0603,65+,Man,No college,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,1,0.2788848219771369
R0604,65+,Man,No college,West,Over $80k,Strongly oppose,0,Healthcare costs,4,2,0.22270013882530884
R0605,35-49,Man,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.28905049737499605
R0606,35-49,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Healthcare costs,4,2,0.41338242108267
R0607,18-34,Woman,Some college,Northeast,$40k–$80k,Neither,1,Job loss / automation,2,2,0.5621765008857981
R0608,35-49,Woman,Bachelor+,Midwest,Under $40k,Neither,1,Healthcare costs,3,2,0.43782349911420193
R0609,18-34,Woman,Bachelor+,West,Under $40k,Neither,1,Housing costs,4,4,0.4875026035157896
R0610,35-49,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Healthcare costs,4,3,0.425557483188341
R0611,18-34,Man,No college,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.3318122278318339
R0612,18-34,Man,No college,Midwest,$40k–$80k,Neither,0,Healthcare costs,4,2,0.43782349911420193
R0613,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,3,2,0.35434369377420455
R0614,35-49,Woman,Some college,Midwest,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.5124973964842103
R0615,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.2689414213699951
R0616,50-64,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,3,3,0.2689414213699951
R0617,35-49,Man,Bachelor+,West,$40k–$80k,Neither,0,Housing costs,4,1,0.35434369377420455
R0618,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.3429895373265012
R0619,35-49,Man,Some college,Northeast,Over $80k,Neither,0,Healthcare costs,4,2,0.3318122278318339
R0620,18-34,Woman,No college,West,Under $40k,Neither,1,Housing costs,4,1,0.549833997312478
R0621,50-64,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.3318122278318339
R0622,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.27888482197713693
R0623,35-49,Woman,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.47502081252106
R0624,35-49,Woman,Some college,Midwest,,Neither,0,Retirement security,4,1,0.5374298453437496
R0625,18-34,Man,Some college,South,Over $80k,Neither,0,Wages not keeping up,4,3,0.320821300824607
R0626,18-34,Woman,No college,West,$40k–$80k,Neither,1,Wages not keeping up,4,3,0.52497918747894
R0627,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.3429895373265012
R0628,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.320821300824607
R0629,50-64,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.22270013882530884
R0630,18-34,Man,Some college,Midwest,Under $40k,Neither,0,Wages not keeping up,4,2,0.5
R0631,50-64,Woman,Some college,South,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.425557483188341
R0632,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Housing costs,3,1,0.2689414213699951
R0633,18-34,Man,No college,South,$40k–$80k,Neither,1,Healthcare costs,3,2,0.401312339887548
R0634,35-49,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,3,1,0.24973989440488234
R0635,18-34,Woman,Some college,Midwest,Over $80k,Neither,0,Wages not keeping up,3,2,0.425557483188341
R0636,35-49,Man,Some college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.28905049737499605
R0637,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.320821300824607
R0638,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.27888482197713693
R0639,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.24048908305088898
R0640,50-64,Woman,Bachelor+,South,$40k–$80k,Neither,0,Housing costs,4,2,0.3318122278318339
R0641,35-49,Woman,No college,Northeast,$40k–$80k,Neither,0,Housing costs,4,3,0.4875026035157896
R0642,18-34,Man,Some college,West,Over $80k,Neither,0,Retirement security,4,2,0.36586440898919936
R0643,18-34,Woman,Bachelor+,South,,Neither,1,Healthcare costs,4,1,0.29943285752602705
R0644,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.2689414213699951
R0645,50-64,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Wages not keeping up,3,2,0.2689414213699951
R0646,18-34,Man,Bachelor+,West,,Somewhat oppose,0,Wages not keeping up,4,2,0.27888482197713693
R0647,35-49,Man,No college,South,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.25922510081784605
R0648,18-34,Man,Some college,South,Under $40k,Somewhat oppose,1,Housing costs,3,2,0.46257015465625045
R0649,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,0,Healthcare costs,3,3,0.46257015465625045
R0650,35-49,Man,Bachelor+,Midwest,$40k–$80k,Neither,1,Healthcare costs,3,2,0.34298953732650117
R0651,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.24048908305088898
R0652,18-34,Man,No college,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.3318122278318339
R0653,18-34,Woman,Some college,West,$40k–$80k,Somewhat support,1,Wages not keeping up,3,2,0.5621765008857981
R0654,18-34,Woman,Some college,Northeast,$40k–$80k,Neither,1,Housing costs,4,3,0.5621765008857981
R0655,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Housing costs,5,4,0.34298953732650117
R0656,18-34,Man,No college,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,4,2,0.3318122278318339
R0657,35-49,Woman,Bachelor+,West,Over $80k,Neither,0,Wages not keeping up,5,2,0.31002551887238755
R0658,18-34,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Healthcare costs,4,2,0.24048908305088898
R0659,50-64,Woman,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.31002551887238755
R0660,50-64,Woman,No college,Midwest,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.4255574831883411
R0661,50-64,Woman,No college,West,Over $80k,Somewhat oppose,0,Housing costs,3,2,0.320821300824607
R0662,35-49,Woman,Some college,West,,Somewhat oppose,0,Wages not keeping up,3,3,0.401312339887548
R0663,18-34,Woman,Some college,South,Under $40k,Neither,0,Wages not keeping up,3,3,0.5374298453437496
R0664,35-49,Woman,No college,Northeast,Over $80k,Neither,0,Healthcare costs,4,2,0.36586440898919936
R0665,35-49,Woman,Some college,Midwest,Over $80k,Somewhat oppose,1,Retirement security,3,1,0.389360766050778
R0666,18-34,Woman,No college,South,,Somewhat oppose,0,Job loss / automation,4,2,0.35434369377420455
R0667,18-34,Man,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.36586440898919936
R0668,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.31002551887238755
R0669,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Wages not keeping up,4,3,0.41338242108267
R0670,35-49,Man,Bachelor+,Northeast,,Neither,1,Housing costs,5,2,0.3775406687981454
R0671,35-49,Woman,No college,South,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,3,0.43782349911420193
R0672,50-64,Woman,Some college,West,Over $80k,Neither,0,Wages not keeping up,5,2,0.35434369377420455
R0673,35-49,Woman,Bachelor+,Northeast,,Neither,0,Housing costs,4,1,0.31002551887238755
R0674,50-64,Man,Some college,West,Under $40k,Neither,1,Retirement security,5,3,0.4255574831883411
R0675,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Healthcare costs,4,2,0.3429895373265012
R0676,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Retirement security,5,1,0.34298953732650117
R0677,18-34,Woman,Some college,West,Under $40k,Somewhat support,1,Wages not keeping up,2,2,0.5866175789173301
R0678,18-34,Man,Some college,Midwest,$40k–$80k,Neither,1,Job loss / automation,4,3,0.47502081252106
R0679,18-34,Man,No college,South,Under $40k,Neither,0,Job loss / automation,4,2,0.425557483188341
R0680,18-34,Woman,Bachelor+,South,Under $40k,Neither,0,Wages not keeping up,4,1,0.43782349911420193
R0681,65+,Woman,No college,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,5,1,0.34298953732650117
R0682,18-34,Man,No college,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,4,1,0.3318122278318339
R0683,50-64,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,1,Wages not keeping up,4,1,0.29943285752602705
R0684,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.35434369377420455
R0685,35-49,Woman,Bachelor+,West,,Somewhat oppose,1,Job loss / automation,4,2,0.31002551887238755
R0686,18-34,Woman,Some college,West,Over $80k,Neither,0,Wages not keeping up,3,2,0.43782349911420193
R0687,35-49,Man,Bachelor+,South,Under $40k,Somewhat oppose,0,Wages not keeping up,3,2,0.3318122278318339
R0688,18-34,Woman,No college,Midwest,Over $80k,Neither,0,Job loss / automation,3,2,0.389360766050778
R0689,35-49,Man,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.3318122278318339
R0690,18-34,Woman,Some college,Northeast,Over $80k,Neither,0,Housing costs,4,3,0.43782349911420193
R0691,65+,Woman,Bachelor+,Northeast,,Somewhat oppose,1,Wages not keeping up,4,2,0.3318122278318339
R0692,18-34,Woman,No college,West,Over $80k,Neither,1,Healthcare costs,4,2,0.401312339887548
R0693,18-34,Woman,Some college,South,Under $40k,Somewhat support,1,Job loss / automation,3,3,0.5374298453437496
R0694,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,5,1,0.3318122278318339
R0695,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,2,2,0.29943285752602705
R0696,35-49,Woman,Bachelor+,West,,Neither,0,Wages not keeping up,4,2,0.425557483188341
R0697,18-34,Woman,No college,South,Over $80k,Neither,0,Job loss / automation,5,1,0.35434369377420455
R0698,18-34,Man,No college,South,Over $80k,Strongly oppose,1,Job loss / automation,5,2,0.28905049737499605
R0699,50-64,Man,Bachelor+,West,Over $80k,Strongly oppose,0,Retirement security,4,1,0.21416501695744142
R0700,18-34,Woman,Bachelor+,Northeast,Over $80k,Neither,0,Housing costs,4,3,0.3429895373265012
R0701,35-49,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,1,Housing costs,4,1,0.34298953732650117
R0702,18-34,Woman,Some college,Midwest,Over $80k,Neither,0,Wages not keeping up,4,3,0.425557483188341
R0703,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,0,Healthcare costs,5,2,0.46257015465625045
R0704,18-34,Man,Bachelor+,South,$40k–$80k,Neither,0,Job loss / automation,5,3,0.34298953732650117
R0705,35-49,Woman,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.320821300824607
R0706,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.27888482197713693
R0707,18-34,Man,No college,Midwest,Over $80k,Neither,0,Job loss / automation,4,2,0.320821300824607
R0708,35-49,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.320821300824607
R0709,50-64,Woman,Some college,South,$40k–$80k,Neither,1,Housing costs,3,3,0.425557483188341
R0710,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,1,Healthcare costs,4,2,0.41338242108267
R0711,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.29943285752602705
R0712,35-49,Man,Bachelor+,West,,Somewhat oppose,1,Retirement security,4,2,0.35434369377420455
R0713,50-64,Man,Some college,South,$40k–$80k,Somewhat oppose,0,Housing costs,5,1,0.35434369377420455
R0714,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.3429895373265012
R0715,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.24048908305088898
R0716,35-49,Man,No college,South,Over $80k,Neither,0,Job loss / automation,4,2,0.25922510081784605
R0717,18-34,Man,Bachelor+,South,,Neither,1,Job loss / automation,4,1,0.34298953732650117
R0718,18-34,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Job loss / automation,4,1,0.24048908305088898
R0719,18-34,Man,Some college,West,Over $80k,Neither,0,Wages not keeping up,4,2,0.36586440898919936
R0720,18-34,Woman,No college,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.35434369377420455
R0721,50-64,Woman,Some college,South,Under $40k,Neither,0,Healthcare costs,4,3,0.45016600268752216
R0722,50-64,Man,Some college,Northeast,$40k–$80k,Somewhat oppose,0,Housing costs,4,3,0.401312339887548
R0723,35-49,Woman,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.35434369377420455
R0724,50-64,Man,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,3,1,0.28905049737499605
R0725,35-49,Man,Some college,Midwest,$40k–$80k,Neither,1,Retirement security,4,2,0.43782349911420193
R0726,65+,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,5,1,0.1750862681640398
R0727,65+,Man,Some college,West,$40k–$80k,Somewhat oppose,0,Retirement security,3,2,0.35434369377420455
R0728,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.46257015465625045
R0729,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,1,Retirement security,3,3,0.3775406687981454
R0730,35-49,Woman,Bachelor+,Midwest,Under $40k,Neither,0,Retirement security,4,2,0.43782349911420193
R0731,50-64,Woman,No college,West,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.43782349911420193
R0732,35-49,Man,Some college,Northeast,$40k–$80k,Neither,1,Housing costs,3,3,0.45016600268752216
R0733,18-34,Man,Bachelor+,West,,Somewhat oppose,0,Healthcare costs,4,2,0.27888482197713693
R0734,35-49,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,1,Wages not keeping up,4,2,0.34298953732650117
R0735,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.29943285752602705
R0736,35-49,Man,Bachelor+,South,,Strongly oppose,1,Job loss / automation,4,1,0.21416501695744142
R0737,65+,Man,Some college,South,$40k–$80k,Somewhat oppose,0,Housing costs,4,3,0.31002551887238755
R0738,18-34,Woman,No college,Midwest,$40k–$80k,Neither,0,Wages not keeping up,3,3,0.5124973964842103
R0739,65+,Man,No college,South,$40k–$80k,Somewhat oppose,1,Housing costs,3,1,0.2788848219771369
R0740,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.3318122278318339
R0741,18-34,Woman,Some college,South,Over $80k,Neither,0,Healthcare costs,4,3,0.389360766050778
R0742,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Job loss / automation,4,3,0.29943285752602705
R0743,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Wages not keeping up,3,3,0.2689414213699951
R0744,50-64,Woman,No college,Northeast,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.320821300824607
R0745,18-34,Woman,No college,West,,Neither,1,Job loss / automation,2,2,0.52497918747894
R0746,35-49,Woman,Bachelor+,South,$40k–$80k,Neither,1,Job loss / automation,4,2,0.3775406687981454
